aoa_deg, beta_deg, velocity, CD, CL, Cm, Cl_roll, Cn_yaw, timestampS
20,-5,20,0.4767747,1.037544,0.07958255,-0.002424597,0.000800936,12.3
20,-5,26,0.475523,1.036903,0.07947159,-0.0019903423,0.0006495243,13.1
20,-5,30,0.4750285,1.036799,0.07955579,-0.0018196632,0.0005890027,13.2
20,0,8,0.4735257,1.016072,0.07890665,-0.003829456,0.0014102113,13.4
20,0,14,0.471247,1.015723,0.07684078,-0.0036226981,0.0013232046,13.7
20,0,20,0.4693358,1.014399,0.0759798,-0.0030824486,0.0011111046,12.9
20,0,26,0.4674747,1.011992,0.07547539,-0.0024709336,0.0008801377,13.2
20,0,30,0.4665488,1.010771,0.07533651,-0.0021451209,0.00075368694,12.8
20,5,8,0.461918,0.9896792,0.07574008,-0.0054513733,0.0020778198,12.4
20,5,14,0.4582271,0.988059,0.07346429,-0.0061689676,0.0023240207,13.4
20,5,20,0.4562623,0.9861813,0.0721898,-0.0065248418,0.0024489537,12.4
20,5,26,0.4550593,0.9846843,0.07160352,-0.0066797133,0.0025060354,12.6
20,5,30,0.4543408,0.9834842,0.07131708,-0.006819616,0.0025600248,13.2
20,10,8,0.4447261,0.962408,0.07126545,-0.0067674727,0.0025874972,12.6
20,10,14,0.4411082,0.9621014,0.06939079,-0.007842317,0.002945064,14.2
20,10,20,0.4392658,0.9622709,0.06916125,-0.008547472,0.0031872815,14.8
20,10,26,0.4378812,0.9622793,0.06940518,-0.00887177,0.0032964796,13.0
20,10,30,0.4371348,0.9619643,0.06948632,-0.009012904,0.0033457484,13.5
20,15,8,0.4215458,0.9286014,0.0670663,-0.00778844,0.0029464115,13.2
20,15,14,0.4166148,0.9240967,0.06494472,-0.008359278,0.0030953526,13.5
20,15,20,0.4139844,0.9220461,0.06452072,-0.00857271,0.0031536876,13.3
20,15,26,0.4121748,0.9206252,0.0644286,-0.008642557,0.0031705953,14.3
20,15,30,0.4115456,0.9202853,0.06447157,-0.008696797,0.0031848878,13.7
25,-15,8,0.6267254,1.199229,0.09771879,0.00039092096,-0.0003808449,12.2
25,-15,14,0.6241078,1.19781,0.0938021,0.00021522892,-0.00024267483,13.6
25,-15,20,0.6227743,1.19704,0.09261552,0.0002251571,-0.00022187541,14.2
25,-15,26,0.6216232,1.19618,0.09216134,0.00021218276,-0.00020385868,13.4
25,-15,30,0.6212109,1.195997,0.09196042,0.00026527297,-0.00022396629,14.3
25,-10,8,0.6341443,1.196316,0.09884994,-0.0008298712,0.00021100974,12.3
25,-10,14,0.6314911,1.194413,0.09529147,-0.0007672821,0.00022349389,15.5
25,-10,20,0.6302926,1.193528,0.09385321,-0.0005912075,0.00015592511,13.5
25,-10,26,0.6291596,1.192264,0.0931312,-0.0004354132,8.8486595e-05,12.7
25,-10,30,0.6288937,1.192226,0.09294614,-0.00037983793,6.628276e-05,13.0
25,-5,8,0.6335099,1.182113,0.09779081,-0.0009868315,0.00034198773,12.9
25,-5,14,0.631455,1.180619,0.0940515,-0.0005055093,0.00012600789,12.7
25,-5,20,0.630002,1.178769,0.09253842,-0.00036299942,5.7540212e-05,13.5
25,-5,26,0.6285919,1.176811,0.09165548,-0.00018924066,-2.0057447e-05,13.4
25,-5,30,0.6276237,1.175452,0.09123623,-7.0509064e-05,-7.674837e-05,13.0
25,0,8,0.625781,1.161199,0.09434909,-0.002657776,0.0012571145,13.0
25,0,14,0.6240721,1.159371,0.09159056,-0.002030215,0.0009148386,12.8
25,0,20,0.6225063,1.157612,0.09035758,-0.0016198066,0.00071281317,13.1
25,0,26,0.6215768,1.157172,0.08984871,-0.0013564402,0.0005896331,13.7
25,0,30,0.6203315,1.155768,0.08951111,-0.0011114198,0.00047410117,12.9
25,5,8,0.6063801,1.129006,0.08964424,-0.0051109376,0.0024530801,12.3
25,5,14,0.6025001,1.124066,0.08606645,-0.0044757905,0.0021336451,15.9
25,5,20,0.6001488,1.120662,0.08439175,-0.0040521407,0.0019267034,17.5
25,5,26,0.5982134,1.117721,0.083406,-0.0036793991,0.0017458993,16.3
25,5,30,0.5977837,1.117371,0.08318189,-0.0035998381,0.0017059376,14.6
25,10,8,0.5841775,1.101746,0.08509175,-0.006897521,0.003250338,14.0
25,10,14,0.5802816,1.098037,0.08224875,-0.0070714527,0.0033173328,14.2
25,10,20,0.5782278,1.095562,0.08082011,-0.00692329,0.0032394317,13.3
25,10,26,0.5765099,1.09359,0.08008149,-0.006878857,0.0032148836,14.1
25,10,30,0.5754899,1.092335,0.07967167,-0.006821816,0.0031849705,14.1
25,15,8,0.5531097,1.062696,0.07986194,-0.007444571,0.0034258715,13.1
25,15,14,0.5472524,1.05629,0.07665625,-0.00795223,0.0036486585,14.5
25,15,20,0.5446924,1.053383,0.07547472,-0.007898775,0.0036256588,14.9
25,15,26,0.5425027,1.05067,0.07473543,-0.007881087,0.003615904,14.5
25,15,30,0.5415112,1.049364,0.07438656,-0.007864312,0.0036070785,15.9
